lead_id,original_message,service_type,issue_summary,urgency,customer_intent,timing_need,missing_info,lead_quality,priority_score,priority_level,routing_decision,routing_reason
L0231,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0250,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0281,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0300,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0331,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0350,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0381,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0400,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0431,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0450,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0481,Need post-construction clean after a small renovation. Flexible timing this month.,Cleaning,Need post-construction clean after a small renovation. Flexible timing this month.,Low,Book installation,This month,None,Medium,56,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0500,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Cleaning,Need cleaning after a tenant moved out. The property manager wants it completed tomorrow.,Medium,Unclear,Tomorrow,None,Low,56,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0004,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0054,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0104,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0154,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0204,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0254,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0304,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0354,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0404,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0454,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",HVAC,"Looking for a quote to replace our old furnace before next winter. No rush, just planning.",Low,Request quote,Flexible,None,Medium,54,Medium,Send booking link,"Lead is in scope, revenue-generating, and suitable for estimate scheduling."
L0025,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0075,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0125,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0175,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0225,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0275,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0325,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0375,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0425,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0475,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Cleaning,Need a deep clean for a three-bedroom house before relatives arrive this weekend.,Medium,Unclear,This week,None,Low,53,Medium,Schedule normal callback,Lead is actionable but does not require immediate contractor notification.
L0009,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0037,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0059,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0087,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0109,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0137,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0159,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0187,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0209,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0237,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0259,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0287,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0309,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0337,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0359,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0387,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0409,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0437,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0459,We want to add a tankless water heater and would like an estimate.,Plumbing,We want to add a tankless water heater and would like an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0487,Looking for a quote on installing a new air conditioning system before summer.,HVAC,Looking for a quote on installing a new air conditioning system before summer.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,45,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0019,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0069,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0119,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0169,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0219,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0269,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0319,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0369,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0419,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0469,We need a full panel upgrade for a home renovation and want to book an estimate.,Electrical,We need a full panel upgrade for a home renovation and want to book an estimate.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,44,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0011,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0028,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0029,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0061,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0078,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0079,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0111,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0128,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0129,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0161,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0178,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0179,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0211,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0228,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0229,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0261,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0278,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0279,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0311,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0328,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0329,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0361,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0378,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0379,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0411,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0428,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0429,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0461,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,HVAC,Can you clean air ducts? We are comparing prices and probably scheduling later this summer.,Low,Unclear,Flexible,None,Low,42,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0478,Existing customer follow-up: your technician came out last visit and the AC is making the same noise again.,HVAC,Existing customer follow-up: your technician came out last visit and the AC is making the sa...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0479,Existing customer here. The water heater you installed last month is showing an error code. Can someone follow up?,Plumbing,Existing customer here. The water heater you installed last month is showing an error code....,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,42,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0014,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0030,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0064,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0080,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0114,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0130,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0164,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0180,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0214,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0230,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0264,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0280,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0314,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0330,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
